MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1.696,51.0,3.8468,0.4977,172.0,3.1304,35.757474867815304,-118.15048611438328,1.1041
5.5008,23.0,6.3004,0.7913,598.0,3.841,36.47450464625407,-119.46686940068493,3.9087
4.0485,28.0,8.2839,1.6156,113.0,6.3981,41.32499398793992,-118.52555234877595,3.4449
1.4609,32.0,8.1806,1.4668,926.0,4.6323,41.1521422210124,-118.18141825109598,1.587
3.2307,51.0,4.7574,0.6025,148.0,2.0255,39.29892656116448,-114.33782453414241,3.9067
3.5213,36.0,6.656,0.8835,144.0,3.2104,40.90448258550603,-122.15878027159042,3.1749
1.2903,37.0,13.7089,2.254,1004.0,2.2118,35.53665626208244,-122.24709459314518,2.2138
1.0502,3.0,4.7691,0.8373,2083.0,1.6823,36.120538597078685,-123.89920587909418,1.9666
3.7874,51.0,4.7062,1.0064,1686.0,2.7856,38.33026572761516,-117.58891261250211,3.8092
1.9778,13.0,3.2399,0.7121,410.0,2.9897,38.424446499324006,-118.73505710136625,1.3478
7.834,28.0,5.81,1.1,332.0,3.0793,37.07614846111724,-123.33198835961028,4.5213
9.068,28.0,4.0795,0.5672,403.0,1.9376,36.30624956016056,-120.67234118125903,5.0
3.7825,45.0,3.766,0.626,877.0,2.132,41.86871296028261,-122.62403634402236,2.5065
5.2921,24.0,2.3373,0.5259,362.0,2.0585,40.30067444811838,-121.01944172579095,3.4295
1.3275,51.0,3.3507,0.7999,368.0,4.9062,36.63231187993643,-114.5117262213566,1.4955
1.07,13.0,3.4937,0.5575,158.0,4.6934,39.409278533775904,-117.32515219175444,1.6596
2.4621,24.0,8.2093,1.0447,622.0,5.5636,35.060836085898366,-124.42052444165101,1.9857
1.1045,5.0,4.5802,0.7143,1404.0,7.2338,33.451608599254634,-121.8486652252667,1.3112
3.3715,17.0,3.4863,0.7906,1321.0,2.9964,35.84809474275104,-124.39120375568332,2.0036
1.5706,50.0,9.8147,1.6856,291.0,1.281,36.328241601172245,-116.99388076292885,1.1898
3.1059,12.0,6.6793,0.9171,488.0,2.7101,32.65710268332637,-119.57107107841748,2.553
2.4081,49.0,3.4438,0.7209,387.0,3.4114,40.24052401554101,-114.06280373594892,2.1276
4.2467,18.0,5.6872,1.2975,841.0,5.145,35.912337322697226,-116.79737575926208,2.4008
3.4159,33.0,8.1859,1.6556,190.0,2.7858,38.0139725749114,-119.06191410156724,2.8573
2.0488,31.0,3.9736,0.88,733.0,3.9995,33.202650279074085,-116.05059300381458,1.8196
1.043,34.0,5.3661,1.2339,1267.0,2.5437,34.16246987313055,-117.0995616620422,1.4831
3.0458,30.0,2.4353,0.3791,390.0,3.595,40.95209039061182,-121.94035013482214,2.7734
0.8027,45.0,6.1156,1.2837,182.0,2.1819,38.28253151488661,-118.93228811431108,1.5341
6.5031,32.0,10.9214,2.4724,699.0,3.0717,41.52769847661961,-118.66201338924226,3.1105
3.9363,10.0,8.2905,1.0082,2693.0,3.7355,41.98812532671751,-119.76206716461806,3.1316
4.9035,31.0,4.7359,1.069,1210.0,3.7525,36.0326710956644,-122.6184774600187,3.9524
1.379,35.0,3.6536,0.7738,274.0,3.0678,35.33862910879111,-122.15462495759219,1.5257
3.4877,15.0,5.6637,1.0874,745.0,4.0851,40.65438252401142,-121.5490022899624,2.745
1.7047,27.0,9.4264,1.1359,747.0,1.9437,41.98680855685581,-124.39232093152928,2.1946
3.0173,27.0,4.4776,0.5906,830.0,2.3261,38.48159172520835,-114.87208913222015,2.8524
1.3513,1.0,5.0739,0.8426,1357.0,2.1512,40.05383686385946,-117.29599208837347,1.7198
2.5641,12.0,3.3478,0.4809,377.0,1.512,39.92658565874511,-117.25901818426306,2.2379
1.0356,4.0,3.7949,0.5433,647.0,3.5814,35.875727228085694,-118.49052855500423,2.0146
2.4302,23.0,4.3986,0.7008,665.0,4.2389,37.95556861244233,-117.26223651430888,1.6897
0.8598,34.0,4.3435,0.5257,70.0,2.764,40.41404094201003,-114.19044322632682,0.6882
9.2348,23.0,3.6944,0.4985,706.0,5.0974,39.037081824480026,-120.45581645483782,5.0
3.0413,51.0,3.7547,0.658,1221.0,2.8914,32.701056232829366,-117.01848133779608,1.9968
2.7291,19.0,8.0749,1.6715,3128.0,3.2425,35.69870385452657,-120.72494545403595,2.1161
4.3633,20.0,6.2182,1.1229,2011.0,3.1493,33.87251911764875,-115.52996761315833,2.5505
1.0947,20.0,7.2412,1.792,564.0,4.365,34.71323601474137,-115.49069962765464,0.5996
1.5738,29.0,6.7989,0.8443,1280.0,3.2883,41.10215003616759,-115.02620253305341,2.5761
3.9422,13.0,7.318,1.5341,766.0,1.7471,32.850486244652295,-124.44263509546028,3.1407
3.0435,28.0,6.8121,1.3898,1371.0,7.7091,34.58810676363827,-121.368989827541,2.2376
1.6425,24.0,9.5109,1.9864,591.0,3.8506,35.4409088462632,-123.09379431238324,1.5888
4.2786,22.0,11.9169,2.0755,386.0,1.0705,38.36039868368075,-119.73314492215336,4.0788
3.3599,22.0,5.8273,0.9873,927.0,6.628,37.573966055815724,-119.29777875186737,3.0214
3.8725,40.0,7.9005,1.84,602.0,3.2669,34.57356008710717,-121.81300755028862,1.7988
3.5709,11.0,2.5422,0.3571,843.0,3.4032,34.06029013861997,-116.90381183352676,2.4272
1.6871,8.0,4.7161,0.7526,694.0,2.0129,34.749581328663126,-121.66741796951582,0.983
2.5777,32.0,7.6781,1.0716,1749.0,2.6565,37.27403145366573,-115.53414055952473,1.5773
0.7409,24.0,2.2676,0.3098,220.0,3.5018,35.07618896425643,-122.63457663451123,1.3902
1.9011,12.0,8.9434,1.538,92.0,1.9373,41.50222376527336,-120.64402940496453,1.6468
2.2893,49.0,2.5097,0.601,1573.0,4.8682,36.906719603574054,-117.96650353654479,2.0565
4.2153,40.0,9.993,2.38,627.0,4.8105,33.05856215717405,-118.14398176013584,2.7416
3.8904,21.0,11.2942,2.3284,1486.0,3.9009,39.428030855448014,-123.680694323946,2.9905
1.6057,3.0,2.3751,0.4389,187.0,3.2712,35.6240302379854,-115.61428457199504,2.5199
1.581,39.0,6.4673,1.2627,393.0,1.8204,38.70814485455335,-118.22031819898736,1.6401
6.7861,45.0,5.156,1.0518,1211.0,4.1554,35.156146519970704,-115.36647473857474,4.1113
2.2128,18.0,7.7692,1.4367,2422.0,5.8014,37.92206554646654,-115.38982642860738,1.7417
2.9446,42.0,4.866,0.9185,1236.0,3.0984,39.835448795670914,-118.76785375106218,1.5462
4.7099,6.0,4.7627,1.0702,404.0,1.9681,41.31608304685826,-114.9367946982299,4.0827
2.5711,36.0,7.224,1.6559,746.0,5.1104,34.98070787211423,-115.59171811245871,2.359
2.4445,45.0,8.1236,1.526,872.0,2.9861,35.681141034490324,-114.4397090821014,2.5725
2.1799,15.0,2.7294,0.5327,2287.0,3.6438,36.910530992716424,-115.56976681512623,1.1833
1.9034,49.0,7.6448,1.0902,478.0,2.9229,41.3081609584919,-115.87735956448793,2.0899
3.0043,45.0,6.6433,1.1204,444.0,2.3955,41.063175139701244,-119.57171495289244,3.0313
0.759,15.0,4.5945,0.8758,697.0,2.7865,33.35384366095606,-122.27367386603176,0.15
2.1111,38.0,2.6894,0.4762,1992.0,1.5931,33.7533333446612,-114.9375583027074,1.1949
3.9677,51.0,4.2103,0.9257,1277.0,3.638,37.20733718464106,-116.9132335423162,1.7686
3.6568,44.0,5.8254,0.8631,267.0,2.0135,33.512883091651524,-121.54164742591554,2.7917
7.2991,24.0,2.1376,0.32,257.0,2.9727,35.78301829681263,-120.91954491106576,4.6557
4.8851,7.0,7.0354,1.6912,1981.0,1.8085,33.909661093066035,-117.29617562549919,3.4015
3.6175,9.0,4.5479,0.613,235.0,3.2075,38.54238337375291,-119.48291826228646,2.9985
2.7734,11.0,11.0335,1.6659,1282.0,1.8633,41.520206601522034,-123.64443310061313,3.1054
1.9747,16.0,5.6199,1.2152,280.0,2.3334,41.968970817796624,-123.01479656967061,2.0141
3.8663,7.0,2.9807,0.5612,688.0,3.1677,36.06479075872069,-116.67068882312073,2.8878
3.4091,25.0,6.9947,0.9498,266.0,3.1941,38.19062005258882,-121.05001995094078,2.4435
2.0918,14.0,5.3505,1.091,1331.0,2.6696,40.634542708478776,-119.16968100177859,2.2209
1.4815,1.0,4.8224,0.7171,1912.0,3.6998,33.61588969156565,-116.45047447833798,1.3225
2.6191,20.0,10.5323,1.5255,2378.0,3.6195,39.05086190499367,-116.61265626608645,2.6256
6.1056,28.0,3.4117,0.5352,1306.0,3.8402,36.38401478638815,-122.74634221768362,3.6146
2.9363,49.0,7.9138,1.3369,716.0,2.4749,34.45838852266156,-123.46686442381014,2.4007
2.7729,38.0,4.9574,1.1769,259.0,1.0576,36.3261593781007,-118.29290092386655,1.8002
3.6554,34.0,5.9173,1.1011,535.0,2.6324,33.22162272616671,-116.71285482372198,2.7866
3.8073,9.0,7.4138,1.0542,2083.0,5.1942,39.106367911598404,-122.9350808190482,2.7409
3.2357,48.0,2.6491,0.6516,535.0,8.2682,34.9010553531103,-120.59446948306362,1.7628
2.6394,20.0,5.3986,0.9167,576.0,3.2541,35.45835362792634,-115.36208104233977,1.9547
1.9046,43.0,5.405,1.309,672.0,3.2098,33.6502723332939,-114.58565701361663,2.4117
5.4926,38.0,4.3597,0.7322,510.0,5.7564,40.71426158195397,-119.73226751002832,3.2166
2.016,31.0,3.529,0.4631,314.0,5.187,37.18772065318602,-123.66508269267625,1.0459
8.1713,21.0,5.4546,1.1057,391.0,1.8515,37.9353953389708,-121.79418720987503,4.4213
3.0285,22.0,7.0829,1.7134,239.0,4.1944,37.90961048940112,-122.05381583668691,2.353
2.8204,13.0,9.4291,1.9912,494.0,6.8158,36.39968458814275,-121.99088093431891,2.2636
4.6274,44.0,7.5782,0.9496,339.0,1.6108,34.32903419666233,-119.31424209351788,2.615
1.7208,47.0,4.4767,0.6862,766.0,5.5775,39.5787611107348,-118.3761306572385,1.9038
4.0621,25.0,7.5543,1.4681,487.0,4.3909,33.707034520897906,-123.21364931886067,2.441
2.9467,22.0,4.0686,0.4912,550.0,2.6523,33.4868010076487,-115.16176193145249,2.7138
3.6241,38.0,2.5169,0.4774,506.0,2.603,39.246377857166785,-117.9902748555483,2.2411
1.6845,20.0,8.9169,1.9988,1198.0,4.5489,34.48395169429384,-118.22885683218594,1.6225
1.6735,32.0,2.9999,0.7452,411.0,4.176,35.414341137851906,-114.13357051696502,1.1293
0.7537,16.0,3.5692,0.6763,926.0,4.0342,37.014660936516535,-117.90448823632218,1.1571
1.9737,20.0,5.019,1.0457,615.0,2.2853,36.76883750893069,-114.74592893233756,1.3967
1.9026,41.0,4.6978,0.6577,2670.0,4.6239,39.23150168811749,-121.49430179022218,2.2609
1.7038,22.0,2.2205,0.3004,617.0,3.4009,38.422602037711926,-121.97864035136178,2.6665
2.5072,42.0,3.9572,0.8056,3030.0,5.0197,38.62176354167772,-119.07655378834325,1.9606
2.8434,38.0,6.951,0.9788,579.0,4.3223,39.28351614122684,-119.15960604981501,2.4057
3.8567,45.0,5.8448,1.2815,589.0,2.9417,35.27982091052292,-122.12192168041908,3.1045
4.0392,37.0,6.2466,1.3124,560.0,2.3223,35.5621664621045,-117.15361560255054,2.5741
4.2859,15.0,2.1459,0.3613,171.0,4.2912,36.66097860500776,-124.18884489801472,3.9388
4.4132,12.0,2.7641,0.5718,33.0,3.4655,35.420890643818495,-117.24838003823075,2.8759
3.296,9.0,6.2118,1.0453,110.0,3.8725,41.8569097552232,-119.69963219570535,3.4955
2.8254,37.0,11.4431,2.2941,285.0,2.0825,40.233493301003584,-117.26542113612668,2.1031
5.2089,44.0,4.6609,0.9591,834.0,4.1944,34.06421953843228,-119.49065337826406,3.6709
4.4163,15.0,5.4021,1.1474,1873.0,6.0702,32.55314448087776,-114.2379952797107,2.9991
0.9633,44.0,5.5093,1.0381,983.0,3.4474,32.906441048349045,-120.98580801341727,1.5237
2.4086,22.0,7.0839,1.191,659.0,2.097,34.81860278490779,-114.18298416147492,2.7991
0.7692,12.0,3.4025,0.6814,185.0,2.8007,33.58576721545014,-123.81777360397076,1.7323
0.7588,27.0,11.158,2.0371,786.0,4.6404,37.56671209147943,-117.32051186504566,1.407
1.9037,19.0,8.8394,1.1292,255.0,1.6135,40.65095461590991,-119.73069832875842,1.1104
2.4853,47.0,6.7531,1.2402,1056.0,3.754,39.49912709867566,-115.86755493193814,1.4351
2.02,25.0,4.108,0.6889,422.0,4.764,34.54828609928081,-116.20903126797153,2.2927
0.7841,10.0,6.2134,0.7919,168.0,1.4856,36.29334293224497,-116.09779307980266,1.4687
4.6766,35.0,6.0738,0.8142,378.0,4.0442,37.32499499054714,-123.50524470732354,3.1036
1.6572,44.0,3.6602,0.711,898.0,6.1641,40.19695557028169,-115.86516015145641,1.2609
3.8288,12.0,3.2258,0.7298,193.0,1.6429,40.47165522950856,-122.25257834684051,3.2507
1.6894,50.0,5.9339,1.0794,1418.0,2.4636,41.14232396312387,-124.23035722948013,1.9101
1.9187,8.0,4.5713,0.5774,698.0,1.5296,37.33782987977732,-122.21374344331367,1.4205
3.6825,11.0,7.6713,1.7603,6487.0,3.6796,39.0956100911407,-119.46750640065176,2.1369
2.1289,39.0,2.964,0.6117,357.0,2.7083,33.5621035267224,-116.70783072092996,0.9678
3.0629,19.0,5.5553,1.3279,1905.0,3.1276,37.87024511956283,-122.20435895125503,2.1136
3.3007,23.0,8.3482,2.0763,631.0,2.3745,34.862572189975786,-123.31342074505216,2.4862
1.001,24.0,6.1201,1.4078,567.0,3.0893,36.601310407752806,-117.71734382224861,0.3234
3.7979,15.0,8.4482,2.0136,267.0,3.1337,38.523479828913835,-114.16907061821982,2.9956
1.4101,20.0,7.9145,1.7404,317.0,2.3019,34.94136640961092,-118.190861828101,2.1247
1.2489,25.0,4.8543,1.1613,1459.0,5.4491,32.99575804906923,-117.24389767670407,0.5946
1.6346,14.0,4.2421,0.7688,1008.0,6.7947,32.597221635883194,-118.60774184066258,1.688
4.8073,10.0,7.9855,1.9191,2328.0,3.3819,32.71051558767295,-116.2853413356007,3.9512
0.8867,48.0,5.9961,0.8851,2259.0,4.9768,32.57932250638081,-114.25405358780083,1.0475
4.2875,50.0,5.7593,0.7796,443.0,6.3257,33.54837303729982,-118.78664309125605,3.1448
3.4476,29.0,7.0426,1.2772,412.0,3.2354,34.77514278841623,-120.12369962670138,2.3349
2.8635,47.0,4.8226,0.7403,181.0,1.3384,34.60160438473184,-115.46639785781868,2.3038
3.2306,49.0,3.774,0.7741,571.0,2.8576,41.87456764470902,-114.3178523905201,2.4793
2.2187,49.0,9.9995,2.2608,556.0,2.4688,35.40705799948496,-123.14359277086953,2.4013
4.3824,12.0,5.2764,0.7818,153.0,1.113,33.71049744191429,-118.42920486252429,2.413
2.0166,33.0,3.2775,0.423,701.0,2.3467,37.6828441695937,-116.17917007826702,1.9438
0.8716,23.0,6.1629,1.2266,552.0,1.3862,40.65059582627633,-118.8999362458579,1.0561
2.5752,14.0,5.5456,1.1407,242.0,2.8162,38.94157357948291,-120.20343183397404,2.7771
4.7633,23.0,4.3452,0.8491,138.0,4.503,35.312779846786775,-117.62008687807808,3.3768
3.836,49.0,6.1045,1.281,1108.0,2.0832,37.83535351801882,-121.66365500760985,2.5747
9.6802,37.0,4.8417,0.6173,405.0,2.6747,39.29113175490389,-120.83409569914713,5.0
2.2768,22.0,3.599,0.7522,328.0,3.9606,39.41699267749355,-114.08109508174589,1.7641
2.429,29.0,3.4039,0.6337,444.0,1.9825,38.83211532532805,-117.81711398906779,2.7744
2.3087,36.0,3.129,0.4923,113.0,2.959,40.77269903536837,-115.33426336773371,2.0354
1.5787,2.0,7.9729,1.4134,2026.0,3.4786,40.76600185426899,-116.01843061311,1.7882
1.9519,20.0,6.8427,0.9872,114.0,3.4446,37.99989731436653,-117.65113817886275,1.7255
1.3136,5.0,6.7844,0.8355,658.0,2.2345,36.58363550655652,-115.67234463418288,1.5613
0.5457,27.0,6.2439,0.9088,2273.0,1.8477,38.59491780786845,-121.48483579794751,1.1825
1.8109,3.0,3.0818,0.5732,1331.0,4.287,40.2730140130194,-117.81027728747087,1.7935
2.7633,18.0,2.7823,0.4933,971.0,2.9251,32.55369499599126,-118.2986633599982,1.2547
4.2271,13.0,2.982,0.7291,275.0,2.8528,41.923971585641084,-117.96459419166987,2.6645
1.8167,22.0,6.3217,1.4989,1083.0,3.7825,34.237490837127396,-122.72936476495886,1.5297
1.8315,13.0,3.1187,0.4739,793.0,4.4667,36.96736536376977,-121.58894808002029,1.1344
5.5925,12.0,7.0028,1.2225,2184.0,3.0079,40.78428248100723,-121.49008765267834,3.7519
1.0706,32.0,7.0977,1.7445,1142.0,1.9271,34.637883790919894,-118.17956529298598,1.3222
2.4247,36.0,6.2243,1.07,2033.0,4.0664,37.02955462705364,-114.28825775538225,2.2341
5.3126,7.0,4.5751,1.1326,1075.0,2.6814,33.759530711721204,-114.48229071258744,3.773
1.6555,6.0,7.0011,1.0486,385.0,2.128,36.25322509118783,-122.11450969360818,1.5702
0.9292,40.0,4.6519,0.9218,1697.0,5.255,34.18278682053352,-121.29912494779889,1.2043
8.9782,37.0,8.5967,1.8804,1412.0,2.3426,35.95446361332599,-124.12135013106875,5.0
4.7565,6.0,6.888,0.9412,181.0,10.8583,36.04791005953086,-120.31243630647636,2.3271
4.8611,25.0,3.449,0.8527,1432.0,3.8165,41.93512250118416,-115.73592172235618,3.8212
2.5535,27.0,3.52,0.7366,682.0,1.5955,41.950723778385836,-114.88460674064552,1.4659
4.2565,5.0,4.0022,0.5154,638.0,3.8154,33.59046964727582,-122.01678696453659,1.5688
0.5,19.0,4.4697,0.5779,2119.0,3.7874,39.3967034036193,-121.70915802836718,1.1959
2.0015,9.0,3.3863,0.5403,2003.0,1.5656,32.99158205685646,-122.18107692665808,1.2367
5.2767,50.0,6.6818,1.6413,1833.0,1.5887,32.78682414570329,-120.82391254046692,2.6897
1.0231,40.0,6.2629,1.4323,598.0,2.1539,33.50067199532716,-116.05002631479928,0.6549
2.1524,1.0,4.4656,0.9691,755.0,2.4768,41.67211374157537,-117.70799656621317,1.1818
3.4,46.0,8.0162,1.225,1490.0,3.2626,41.43820370499962,-116.24762036243115,3.1608
1.5699,9.0,4.9879,1.1491,1171.0,4.0127,34.342314292666465,-118.37817338347928,1.5374
2.7324,39.0,2.8208,0.5375,1177.0,2.7515,34.03588718776026,-121.79380268037896,1.2087
3.5608,10.0,3.3967,0.8446,279.0,2.9444,34.785083321901496,-122.10606110776828,2.1681
3.3581,49.0,5.5333,0.86,2787.0,4.1558,37.39769644371385,-124.40549258843063,2.5588
2.0534,43.0,8.606,2.0191,204.0,2.9644,37.91219400433639,-116.29968756282224,1.8576
1.5214,49.0,5.7188,0.7314,424.0,2.8526,34.60513758917475,-115.60522712527046,0.7253
3.587,14.0,3.4019,0.7713,606.0,2.4583,39.687916486854476,-116.43303270390163,2.0969
3.4467,46.0,3.9036,0.759,484.0,3.6728,35.44075510932518,-123.71877839385084,2.4217
3.3302,40.0,5.8064,1.0508,266.0,3.8203,41.260247592529396,-116.49667291471641,2.6824
2.9451,25.0,3.3604,0.5002,3097.0,3.9133,38.73886571133894,-124.01944174192218,2.2545
3.4491,50.0,10.1246,1.4374,1811.0,3.4838,36.64533634588431,-123.3912728100829,1.6028
5.0222,19.0,7.9232,1.3206,985.0,1.6413,40.00416401617703,-119.875008584207,3.7824
3.3769,50.0,5.1085,0.7222,93.0,2.1148,40.270188947443316,-119.50045640628917,2.4432
2.9107,17.0,7.1014,1.0734,1864.0,1.7432,35.259575253284964,-115.93075431550369,2.2666
1.8799,18.0,5.2279,1.2983,607.0,2.4575,35.727288166442804,-117.36496763357044,1.3491
7.1715,46.0,4.3405,0.9975,459.0,2.707,41.39157396042173,-122.89013812437223,5.0
1.2385,40.0,5.2358,0.6564,1580.0,5.277,34.06503986445108,-122.12545877609759,2.3154
2.3586,50.0,2.0666,0.3336,867.0,2.992,32.900428961147874,-121.50041052328379,1.6472
1.9034,9.0,6.1816,0.8746,300.0,3.5395,36.813525564790716,-123.20143730672399,1.1819
0.7566,1.0,4.2196,0.6059,187.0,2.2366,40.11149405231448,-121.47972869322808,1.7869
3.4822,6.0,9.0961,1.2842,2210.0,3.8154,39.83084700995209,-116.8497193668328,3.0245
2.3578,38.0,6.1619,1.1927,429.0,6.2214,41.235540974671906,-121.96528456387352,1.241
2.7796,38.0,5.3949,0.7703,396.0,2.2023,37.56540631150588,-115.72872370586595,2.8691
2.3984,39.0,3.1294,0.7808,865.0,1.812,33.45061437988207,-119.57007155118532,1.6789
4.6057,17.0,4.2153,0.6102,1145.0,2.8877,38.09254525619215,-121.10917450693391,3.8081
5.0381,9.0,5.4105,1.2609,509.0,2.927,39.89475833635551,-120.16960990223683,3.8861
1.2575,11.0,7.6756,1.7103,1344.0,2.622,33.38661714256335,-117.05028422376834,1.7312
9.3534,18.0,5.8898,1.4409,1071.0,2.0432,34.140245310427105,-119.07367661591711,4.6395
2.2976,45.0,5.2232,1.2649,1780.0,3.9978,32.61676128097887,-124.4235740282619,1.9054
4.1013,46.0,5.0209,0.9413,1005.0,5.358,38.1396995047447,-114.81559961085671,3.3079
3.084,37.0,8.8903,2.216,1424.0,1.3541,40.92397672348609,-123.80704196848056,3.6887
2.9271,7.0,7.7783,1.8511,1362.0,1.7792,38.871301502019946,-114.64447583744895,2.4987
4.014,35.0,6.6057,1.2055,6286.0,2.2226,41.82938083211433,-124.20439535198943,3.3911
6.8402,44.0,6.3345,1.1497,358.0,2.8013,33.09881969874773,-116.4047169829468,4.0089
4.683,7.0,5.6786,1.219,322.0,2.9079,41.078510308939215,-118.88591556407548,4.4079
2.2925,39.0,6.0813,1.1284,920.0,3.6899,40.23364873017346,-119.18987510365689,1.5213
2.5626,11.0,2.5646,0.6079,516.0,4.2655,35.4852944447453,-123.73582572328795,1.3229
1.8323,10.0,4.444,0.5954,1131.0,6.3952,41.748502242453895,-121.99317739145188,1.9297
4.4845,34.0,6.662,1.6227,570.0,2.6328,35.23540860762844,-116.33575317081548,3.0333
4.108,24.0,4.6061,1.1421,137.0,3.2275,40.94839487636808,-115.14177178581382,2.8363
2.1394,12.0,4.2946,1.0691,1574.0,3.6783,40.8671114822048,-118.94425384894372,2.2517
6.8796,9.0,7.2147,1.5019,2552.0,2.4194,39.69774735772824,-120.78989433819275,4.3931
5.7642,22.0,2.5095,0.3085,290.0,3.9345,37.85296950122209,-123.87059631532578,4.3652
9.7421,38.0,3.8436,0.8582,686.0,4.3304,33.640026121360435,-117.33712547630343,5.0
1.5638,46.0,2.718,0.5942,1897.0,1.9085,37.55373147771673,-121.57631058779403,1.4934
2.5342,32.0,8.3584,1.1736,539.0,2.3867,35.889564428721876,-123.92235599258245,2.015
2.3689,8.0,4.7382,0.7437,701.0,1.965,40.02606181497584,-117.50855684446447,2.6662
15.0,48.0,8.6866,1.2717,523.0,2.8425,39.70222746172003,-119.39994216789553,5.0
2.7371,21.0,4.419,1.0584,1186.0,2.3386,41.150818820039746,-124.3743974281319,1.9389
6.5904,16.0,2.7492,0.4539,625.0,2.8692,32.640886543101225,-123.33529758938336,3.8011
5.6088,33.0,4.3389,1.0545,1294.0,3.8459,40.18648055981894,-117.15837974291759,3.7524
2.5632,42.0,9.7091,1.6289,650.0,2.5511,41.415389504684356,-123.83145100280922,2.1687
2.826,25.0,6.8788,1.1558,687.0,4.8445,39.99835426652743,-115.4073878191486,2.1119
3.9194,51.0,5.2444,0.8546,3409.0,2.3212,33.73684736876849,-121.2310740870907,2.4603
6.5567,39.0,5.2172,1.1938,669.0,2.322,33.27215149598843,-123.56900206041755,3.6645
2.4099,6.0,4.5363,0.6675,558.0,3.5709,32.69802977817316,-116.52254752923531,2.1543
1.9041,4.0,4.0114,0.8411,720.0,3.2444,38.473079645366674,-118.99351403824325,1.327
5.2205,23.0,5.615,0.7313,1387.0,2.547,38.48189019266893,-121.28027966001737,3.7225
1.218,9.0,2.6939,0.6723,1009.0,4.53,41.87568028507302,-120.23596741247269,2.3613
3.2444,36.0,5.0806,0.9292,369.0,2.7046,36.28141015398891,-124.27516984614932,2.3459
5.7094,11.0,4.4814,0.6105,3198.0,3.3306,35.653109706526216,-117.54166535583599,3.3933
3.6736,35.0,4.5527,0.817,192.0,2.0456,38.43203680825173,-120.65937626588384,2.3908
1.8278,12.0,3.4626,0.4512,146.0,3.5345,40.343282388822146,-117.00260551785463,2.3077
1.3487,35.0,5.6331,1.176,651.0,1.867,41.39935252046852,-117.90420296749825,1.7367
6.2398,7.0,9.092,1.6721,626.0,2.2189,40.129679578700866,-117.66183104794776,4.2818
2.4038,29.0,3.9448,0.5372,485.0,4.4416,36.55340281585015,-116.17462653445347,0.9209
1.4463,21.0,5.719,1.1399,473.0,2.898,38.53168523546461,-117.87284017704937,1.9981
6.0327,3.0,5.6686,0.894,425.0,4.5446,40.63484360380311,-120.10337774296013,4.0219
4.7622,24.0,9.1231,2.2122,340.0,5.5351,37.160792038961524,-120.40576060178633,3.0521
1.3018,30.0,2.8978,0.5946,984.0,2.8479,34.55852311520123,-123.24438787896901,1.2012
15.0,27.0,5.4921,0.9486,509.0,2.6794,34.112372677604796,-116.31584416185946,5.0
1.862,29.0,7.2815,1.0055,1293.0,4.5559,32.50149857349154,-116.50836136157648,2.0845
4.706,30.0,6.9389,1.4635,1161.0,3.5755,39.3232609523222,-121.913867145602,3.0773
10.9201,36.0,3.8404,0.6969,5111.0,2.3416,33.55542348403691,-115.44183991666948,5.0
5.062,23.0,3.5225,0.7657,440.0,3.8121,34.81647144711143,-118.3154657931984,3.4847
3.259,37.0,5.1902,1.0606,421.0,1.3106,35.32982514946654,-119.47378815485705,1.6595
0.9974,26.0,7.1263,1.4317,456.0,2.4788,37.8236086712993,-124.31628883293229,1.9488
11.3444,50.0,2.2787,0.491,675.0,2.5693,36.28059413430981,-120.48121754842468,5.0
4.9808,36.0,3.2189,0.535,271.0,2.9313,38.90940292422004,-117.77295693352553,3.7805
1.0096,28.0,5.8137,1.4288,1300.0,2.7769,33.028567263622676,-123.55764770427197,1.2588
8.0144,37.0,5.2819,1.2767,213.0,3.2212,33.67742234551218,-119.67454325668075,4.2102
2.8372,51.0,8.0598,1.7188,730.0,3.8241,37.24250928356604,-114.06892251070325,2.3945
2.2381,4.0,14.0505,1.9047,542.0,2.1249,35.70116548454488,-116.97634430930479,1.7719
1.8213,29.0,9.4117,2.125,102.0,3.029,35.31022694613792,-118.75785568123315,1.7949
3.0643,44.0,4.8117,0.7799,1436.0,3.3124,33.13676675085647,-118.9031547081397,1.8443
4.7854,14.0,3.5595,0.4894,703.0,2.1489,41.00933216010601,-124.04046663628895,3.8538
1.9227,44.0,2.8781,0.5967,405.0,3.9396,39.07227656818798,-114.44819840721667,2.3534
2.9722,45.0,5.8566,1.2918,425.0,3.3052,33.65537248978667,-114.75413456700704,2.2141
15.0,37.0,2.3778,0.551,1350.0,2.3465,33.11793659850284,-117.33475053790781,5.0
3.7924,33.0,4.6585,0.6315,213.0,1.3804,41.761289067596806,-123.46037767834372,2.9599
5.3449,51.0,5.5695,0.8174,377.0,3.9489,38.97113922917529,-122.3177440841309,3.2149
1.3899,31.0,10.289,2.4408,208.0,4.5746,36.465832675390544,-122.56894987330635,0.8047
1.0511,14.0,5.3647,0.7984,646.0,3.4289,39.166444887179956,-119.0444259064372,2.2234
7.5774,25.0,3.5763,0.7043,3492.0,1.7686,39.68515197156151,-122.31805931772915,4.7653
6.205,9.0,6.3387,0.9141,274.0,2.6583,39.909640922693406,-117.19409410378591,4.0836
9.0223,25.0,5.32,0.732,1028.0,3.6235,37.03983440370405,-118.77508619732141,4.8007
